
<html>
 <head>
  <title>California Weather Data: Comma-delimited data file--UC IPM</title>
 </head>
 <body>
 <pre>
"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve <a href=#COLHDR>data in comma delimited data file format</a>"
" "
"Weather database request:  "
" "
"Time Period: March 1, 1998 to August 16, 2020, retrieved on August 17, 2020"
" (8205 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 96% of requested data were available from station SJ_VALLEY.A.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation         7504          610            5           86            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   HOLLISTR.C   HOLLISTR.C   "
"Air Temps, max/min    7890          216           23           76            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   HOLLISTR.C   HOLLISTR.C   "
"Soil Temps, max/min   7897            0            0            0          308        "
"                     SJ_VALLEY.A  none         none         none         "
"Rel. Humidity         7841            0            0            0          364        "
"                     SJ_VALLEY.A  none         none         none         "
"ETo                   7969            0            0            0          236        "
"                     SJ_VALLEY.A  none         none         none         "
"Solar Radiation       7888          218            0           99            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   none         SANJOSE.A    "
"Wind Speed & Dir      7943            0            0            0          262        "
"                     SJ_VALLEY.A  none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Inches"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Fahrenheit"
"   7       Air temperature, minimum      Fahrenheit"
"   8       Air temperature, observed     Fahrenheit"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Miles per hour"
"  12       Bulb temperature, wet         Fahrenheit"
"  13       Bulb temperature, dry         Fahrenheit"
"  14       Soil temperature, maximum     Fahrenheit"
"  15       Soil temperature, minimum     Fahrenheit"
"  16       Pan evaporation               Inches"
"  17       Solar radiation               Langleys"
"  18       Reference evapotranspiration  Inches"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
<a name=COLHDR>" "</a>
"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
SJ_VALLEY.A,20180414,2359,0.00,,78,40,,,0,0,,,68,60,,623,0.20,95.0,38.0,
SJ_VALLEY.A,20180415,2359,0.06,,67,44,,,0,0,,,67,62,,613,0.20,90.0,49.0,
SJ_VALLEY.A,20180416,2359,0.28,,58,41,,,0,0,,,65,60,,427,0.12,95.0,60.0,
SJ_VALLEY.A,20180417,2359,0.00,,67,37,,,0,0,,,64,57,,650,0.18,94.0,36.0,
SJ_VALLEY.A,20180418,2359,0.00,,63,42,,,0,0,,,63,59,,419,0.13,93.0,55.0,
SJ_VALLEY.A,20180419,2359,0.00,,62,37,,,0,0,,,64,58,,646,0.19,92.0,59.0,
SJ_VALLEY.A,20180420,2359,0.01,,74,39,,,0,0,,,66,58,,643,0.20,97.0,44.0,
SJ_VALLEY.A,20180421,2359,0.01,,84,41,,,0,0,,,68,60,,634,0.21,98.0,32.0,
SJ_VALLEY.A,20180422,2359,0.02,,85,44,,,0,0,,,69,62,,648,0.23,96.0,34.0,
SJ_VALLEY.A,20180423,2359,0.01,,77,44,,,0,0,,,68,63,,642,0.22,95.0,48.0,
SJ_VALLEY.A,20180424,2359,0.01,,71,46,,,0,0,,,68,63,,614,0.20,96.0,49.0,
SJ_VALLEY.A,20180425,2359,0.00,,68,44,,,0,0,,,68,62,,549,0.18,97.0,59.0,
SJ_VALLEY.A,20180426,2359,0.00,,67,46,,,0,0,,,67,62,,540,0.17,95.0,59.0,
SJ_VALLEY.A,20180427,2359,0.00,,71,47,,,0,0,,,67,63,,490,0.14,,,
SJ_VALLEY.A,20180428,2359,0.00,,66,40,,,0,0,,,66,61,,514,0.17,98.0,49.0,
SJ_VALLEY.A,20180429,2359,0.01,,60,44,,,0,0,,,65,61,,240,0.07,96.0,66.0,
SJ_VALLEY.A,20180430,2359,0.00,,60,42,,,0,0,,,63,60,,480,0.14,96.0,57.0,
SJ_VALLEY.A,20180501,2359,0.00,,67,45,,,0,0,,,65,59,,573,0.18,96.0,58.0,
SJ_VALLEY.A,20180502,2359,0.02,,65,44,,,0,0,,,66,60,,617,0.19,96.0,59.0,
SJ_VALLEY.A,20180503,2359,0.03,,71,43,,,0,0,,,66,61,,552,0.16,98.0,55.0,
SJ_VALLEY.A,20180504,2359,0.02,,79,46,,,0,0,,,68,61,,611,0.21,98.0,39.0,
SJ_VALLEY.A,20180505,2359,0.02,,74,48,,,0,0,,,67,63,,521,0.17,96.0,48.0,
SJ_VALLEY.A,20180506,2359,0.03,,72,48,,,0,0,,,68,62,,581,0.18,97.0,48.0,
SJ_VALLEY.A,20180507,2359,0.02,,78,46,,,0,0,,,70,63,,702,0.24,95.0,32.0,
SJ_VALLEY.A,20180508,2359,0.02,,77,44,,,0,0,,,70,63,,645,0.21,99.0,41.0,
SJ_VALLEY.A,20180509,2359,0.00,,74,48,,,0,0,,,72,65,,683,0.22,98.0,48.0,
SJ_VALLEY.A,20180510,2359,0.03,,73,45,,,0,0,,,70,65,,677,0.21,97.0,50.0,
SJ_VALLEY.A,20180511,2359,0.02,,76,43,,,0,0,,,71,64,,672,0.22,99.0,42.0,
SJ_VALLEY.A,20180512,2359,0.03,,66,45,,,0,0,,,69,64,,695,0.22,99.0,63.0,
SJ_VALLEY.A,20180513,2359,0.05,,65,47,,,0,0,,,69,65,,588,0.18,93.0,66.0,
SJ_VALLEY.A,20180514,2359,0.02,,66,46,,,0,0,,,68,63,,549,0.17,96.0,59.0,
SJ_VALLEY.A,20180515,2359,0.03,,66,50,,,0,0,,,68,64,,554,0.18,90.0,53.0,
SJ_VALLEY.A,20180516,2359,0.00,,68,46,,,0,0,,,69,63,,611,0.20,96.0,50.0,
SJ_VALLEY.A,20180517,2359,0.02,,70,43,,,0,0,,,69,63,,684,0.21,99.0,55.0,
SJ_VALLEY.A,20180518,2359,0.02,,70,47,,,0,0,,,70,64,,589,0.18,99.0,61.0,
SJ_VALLEY.A,20180519,2359,0.02,,69,47,,,0,0,,,70,65,,687,0.21,99.0,59.0,
SJ_VALLEY.A,20180520,2359,0.02,,64,50,,,0,0,,,68,65,,522,0.17,87.0,60.0,
SJ_VALLEY.A,20180521,2359,0.04,,67,48,,,0,0,,,69,63,,589,0.18,95.0,62.0,
SJ_VALLEY.A,20180522,2359,0.02,,64,49,,,0,0,,,69,64,,595,0.18,97.0,68.0,
SJ_VALLEY.A,20180523,2359,0.00,,66,51,,,0,0,,,69,65,,552,0.17,90.0,65.0,
SJ_VALLEY.A,20180524,2359,0.02,,62,53,,,0,0,,,68,65,,306,0.09,88.0,65.0,
SJ_VALLEY.A,20180525,2359,0.04,,63,49,,,0,0,,,65,63,,361,0.11,95.0,61.0,
SJ_VALLEY.A,20180526,2359,0.02,,63,47,,,0,0,,,67,62,,500,0.14,96.0,66.0,
SJ_VALLEY.A,20180527,2359,0.02,,79,43,,,0,0,,,71,62,,714,0.24,99.0,46.0,
SJ_VALLEY.A,20180528,2359,0.00,,86,48,,,0,0,,,74,65,,718,0.27,97.0,37.0,
SJ_VALLEY.A,20180529,2359,0.02,,79,50,,,0,0,,,74,68,,710,0.26,98.0,46.0,
SJ_VALLEY.A,20180530,2359,0.00,,63,45,,,0,0,,,72,68,,683,0.21,99.0,64.0,
SJ_VALLEY.A,20180531,2359,0.00,,65,45,,,0,0,,,70,66,,624,0.20,93.0,55.0,
SJ_VALLEY.A,20180601,2359,0.00,,81,41,,,0,0,,,73,65,,732,0.24,96.0,30.0,
SJ_VALLEY.A,20180602,2359,0.02,,93,48,,,0,0,,,75,67,,732,0.28,92.0,26.0,
SJ_VALLEY.A,20180603,2359,0.02,,88,50,,,0,0,,,74,69,,734,0.29,95.0,35.0,
SJ_VALLEY.A,20180604,2359,0.03,,84,47,,,0,0,,,75,69,,737,0.26,98.0,35.0,
SJ_VALLEY.A,20180605,2359,0.03,,72,44,,,0,0,,,73,68,,745,0.25,98.0,43.0,
SJ_VALLEY.A,20180606,2359,0.02,,66,44,,,0,0,,,71,67,,691,0.21,96.0,62.0,
SJ_VALLEY.A,20180607,2359,0.02,,74,47,,,0,0,,,72,66,,691,0.23,96.0,47.0,
SJ_VALLEY.A,20180608,2359,0.02,,81,44,,,0,0,,,74,67,,732,0.25,98.0,37.0,
SJ_VALLEY.A,20180609,2359,0.03,,72,47,,,0,0,,,72,68,,668,0.22,99.0,42.0,
SJ_VALLEY.A,20180610,2359,0.01,,77,44,,,0,0,,,73,67,,734,0.25,88.0,28.0,
SJ_VALLEY.A,20180611,2359,0.01,,82,47,,,0,0,,,75,68,,737,0.26,91.0,36.0,
SJ_VALLEY.A,20180612,2359,0.02,,90,49,,,0,0,,,76,69,,744,0.29,93.0,30.0,
SJ_VALLEY.A,20180613,2359,0.02,,84,47,,,0,0,,,75,70,,750,0.27,98.0,42.0,
SJ_VALLEY.A,20180614,2359,0.02,,78,46,,,0,0,,,74,69,,746,0.25,99.0,43.0,
SJ_VALLEY.A,20180615,2359,0.02,,69,47,,,0,0,,,73,68,,689,0.21,96.0,61.0,
SJ_VALLEY.A,20180616,2359,0.02,,69,48,,,0,0,,,72,68,,651,0.21,96.0,59.0,
SJ_VALLEY.A,20180617,2359,0.03,,70,53,,,0,0,,,73,68,,689,0.23,90.0,54.0,
SJ_VALLEY.A,20180618,2359,0.03,,77,52,,,0,0,,,74,69,,726,0.25,96.0,50.0,
SJ_VALLEY.A,20180619,2359,0.02,,82,50,,,0,0,,,76,69,,713,0.25,99.0,43.0,
SJ_VALLEY.A,20180620,2359,0.03,,81,48,,,0,0,,,76,69,,729,0.25,99.0,43.0,
SJ_VALLEY.A,20180621,2359,0.01,,81,48,,,0,0,,,76,69,,758,0.25,95.0,38.0,
SJ_VALLEY.A,20180622,2359,0.02,,91,48,,,0,0,,,77,70,,753,0.28,97.0,29.0,
SJ_VALLEY.A,20180623,2359,0.01,,94,50,,,0,0,,,77,71,,740,0.29,94.0,28.0,
SJ_VALLEY.A,20180624,2359,0.02,,72,53,,,0,0,,,75,71,,641,0.21,96.0,67.0,
SJ_VALLEY.A,20180625,2359,0.04,,72,49,,,0,0,,,75,71,,661,0.22,98.0,58.0,
SJ_VALLEY.A,20180626,2359,0.02,,81,49,,,0,0,,,75,70,,724,0.25,99.0,38.0,
SJ_VALLEY.A,20180627,2359,0.02,,72,46,,,0,0,,,74,69,,717,0.23,98.0,58.0,
SJ_VALLEY.A,20180628,2359,0.02,,76,48,,,0,0,,,74,69,,728,0.25,96.0,44.0,
SJ_VALLEY.A,20180629,2359,0.02,,86,47,,,0,0,,,75,69,,726,0.26,96.0,39.0,
SJ_VALLEY.A,20180630,2359,0.02,,77,49,,,0,0,,,74,70,,727,0.26,97.0,52.0,
SJ_VALLEY.A,20180701,2359,0.02,,77,52,,,0,0,,,74,69,,704,0.24,99.0,58.0,
SJ_VALLEY.A,20180702,2359,0.03,,73,51,,,0,0,,,74,70,,650,0.22,97.0,57.0,
SJ_VALLEY.A,20180703,2359,0.00,,67,54,,,0,0,,,73,69,,457,0.14,95.0,67.0,
SJ_VALLEY.A,20180704,2359,0.00,,70,52,,,0,0,,,74,69,,591,0.19,94.0,60.0,
SJ_VALLEY.A,20180705,2359,0.01,,84,48,,,0,0,,,75,69,,710,0.25,99.0,36.0,
SJ_VALLEY.A,20180706,2359,0.00,,98,61,,,0,0,,,80,72,,688,0.28,78.0,24.0,
SJ_VALLEY.A,20180707,2359,0.04,,93,58,,,0,0,,,79,73,,711,0.29,86.0,20.0,
SJ_VALLEY.A,20180708,2359,0.02,,92,54,,,0,0,,,80,73,,726,0.28,87.0,18.0,
SJ_VALLEY.A,20180709,2359,0.00,,95,60,,,0,0,,,80,73,,757,0.27,,,
SJ_VALLEY.A,20180710,2359,0.00,,93,54,,,0,0,,,80,74,,723,0.29,90.0,25.0,
SJ_VALLEY.A,20180711,2359,0.00,,83,50,,,0,0,,,79,73,,725,0.26,96.0,40.0,
SJ_VALLEY.A,20180712,2359,0.00,,80,53,,,0,0,,,78,73,,654,0.24,97.0,50.0,
SJ_VALLEY.A,20180713,2359,0.00,,85,56,,,0,0,,,79,73,,679,0.27,95.0,38.0,
SJ_VALLEY.A,20180714,2359,0.00,,82,55,,,0,0,,,79,73,,684,0.25,98.0,42.0,
SJ_VALLEY.A,20180715,2359,0.00,,78,52,,,0,0,,,78,73,,680,0.24,98.0,50.0,
SJ_VALLEY.A,20180716,2359,0.00,,81,53,,,0,0,,,78,72,,674,0.25,98.0,44.0,
SJ_VALLEY.A,20180717,2359,0.00,,85,51,,,0,0,,,78,72,,712,0.26,98.0,36.0,
SJ_VALLEY.A,20180718,2359,0.00,,80,50,,,0,0,,,77,72,,707,0.25,99.0,46.0,
SJ_VALLEY.A,20180719,2359,0.00,,86,55,,,0,0,,,78,72,,683,0.26,99.0,44.0,
SJ_VALLEY.A,20180720,2359,0.00,,81,53,,,0,0,,,78,72,,667,0.25,98.0,53.0,
SJ_VALLEY.A,20180721,2359,0.00,,81,56,,,0,0,,,77,73,,613,0.24,98.0,48.0,
SJ_VALLEY.A,20180722,2359,0.00,,83,57,,,0,0,,,78,73,,651,0.25,98.0,41.0,
SJ_VALLEY.A,20180723,2359,0.00,,90,56,,,0,0,,,79,73,,674,0.26,97.0,40.0,
SJ_VALLEY.A,20180724,2359,0.00,,91,54,,,0,0,,,80,73,,697,0.27,96.0,36.0,
SJ_VALLEY.A,20180725,2359,0.00,,95,55,,,0,0,,,80,74,,695,0.27,93.0,30.0,
SJ_VALLEY.A,20180726,2359,0.00,,85,52,,,0,0,,,79,73,,691,0.25,98.0,40.0,
SJ_VALLEY.A,20180727,2359,0.00,,85,50,,,0,0,,,80,73,,681,0.25,99.0,41.0,
SJ_VALLEY.A,20180728,2359,0.00,,82,49,,,0,0,,,79,73,,621,0.22,99.0,42.0,
SJ_VALLEY.A,20180729,2359,0.00,,81,49,,,0,0,,,80,73,,655,0.23,99.0,44.0,
SJ_VALLEY.A,20180730,2359,0.00,,85,51,,,0,0,,,81,74,,677,0.25,95.0,40.0,
SJ_VALLEY.A,20180731,2359,0.00,,81,49,,,0,0,,,80,74,,654,0.24,98.0,44.0,
SJ_VALLEY.A,20180801,2359,0.00,,83,50,,,0,0,,,80,73,,667,0.24,98.0,37.0,
SJ_VALLEY.A,20180802,2359,0.00,,83,49,,,0,0,,,79,73,,679,0.24,98.0,37.0,
SJ_VALLEY.A,20180803,2359,0.00,,84,47,,,0,0,,,79,73,,669,0.25,99.0,34.0,
SJ_VALLEY.A,20180804,2359,0.00,,93,51,,,0,0,,,80,72,,682,0.27,94.0,23.0,
SJ_VALLEY.A,20180805,2359,0.00,,89,50,,,0,0,,,80,73,,696,0.25,91.0,26.0,
SJ_VALLEY.A,20180806,2359,0.00,,91,48,,,0,0,,,79,72,,606,0.24,97.0,23.0,
SJ_VALLEY.A,20180807,2359,0.00,,83,48,,,0,0,,,78,72,,586,0.21,89.0,36.0,
SJ_VALLEY.A,20180808,2359,0.00,,85,47,,,0,0,,,78,71,,640,0.25,98.0,36.0,
SJ_VALLEY.A,20180809,2359,0.00,,94,49,,,0,0,,,79,72,,642,0.26,96.0,28.0,
SJ_VALLEY.A,20180810,2359,0.00,,88,50,,,0,0,,,78,72,,644,0.27,96.0,27.0,
SJ_VALLEY.A,20180811,2359,0.00,,92,51,,,0,0,,,78,72,,610,0.25,97.0,24.0,
SJ_VALLEY.A,20180812,2359,0.00,,85,51,,,0,0,,,78,72,,627,0.25,96.0,35.0,
SJ_VALLEY.A,20180813,2359,0.00,,81,50,,,0,0,,,77,72,,616,0.22,99.0,44.0,
SJ_VALLEY.A,20180814,2359,0.00,,78,52,,,0,0,,,77,71,,554,0.19,98.0,49.0,
SJ_VALLEY.A,20180815,2359,0.00,,80,58,,,0,0,,,78,72,,606,0.22,93.0,45.0,
SJ_VALLEY.A,20180816,2359,0.00,,85,58,,,0,0,,,79,73,,605,0.23,92.0,38.0,
SJ_VALLEY.A,20180817,2359,0.00,,88,55,,,0,0,,,79,73,,621,0.25,93.0,33.0,
SJ_VALLEY.A,20180818,2359,0.00,,87,51,,,0,0,,,78,72,,624,0.25,98.0,25.0,
SJ_VALLEY.A,20180819,2359,0.00,,84,47,,,0,0,,,77,71,,622,0.23,99.0,36.0,
SJ_VALLEY.A,20180820,2359,0.00,,72,50,,,0,0,,,76,71,,597,0.20,99.0,59.0,
SJ_VALLEY.A,20180821,2359,0.00,,74,55,,,0,0,,,76,71,,553,0.18,92.0,56.0,
SJ_VALLEY.A,20180822,2359,0.00,,75,55,,,0,0,,,76,71,,501,0.17,92.0,57.0,
SJ_VALLEY.A,20180823,2359,0.00,,74,52,,,0,0,,,75,71,,512,0.18,93.0,53.0,
SJ_VALLEY.A,20180824,2359,0.00,,75,52,,,0,0,,,75,70,,539,0.19,95.0,56.0,
SJ_VALLEY.A,20180825,2359,0.00,,75,49,,,0,0,,,75,70,,544,0.19,96.0,55.0,
SJ_VALLEY.A,20180826,2359,0.00,,74,51,,,0,0,,,75,69,,614,0.20,97.0,53.0,
SJ_VALLEY.A,20180827,2359,0.00,,73,57,,,0,0,,,73,69,,596,0.17,95.0,59.0,
SJ_VALLEY.A,20180828,2359,0.00,,72,54,,,0,0,,,74,69,,547,0.20,90.0,58.0,
SJ_VALLEY.A,20180829,2359,0.00,,75,52,,,0,0,,,75,69,,580,0.21,88.0,49.0,
SJ_VALLEY.A,20180830,2359,0.00,,75,54,,,0,0,,,75,70,,513,0.18,94.0,56.0,
SJ_VALLEY.A,20180831,2359,0.00,,84,53,,,0,0,,,77,70,,574,0.20,94.0,44.0,
SJ_VALLEY.A,20180901,2359,0.00,,78,50,,,0,0,,,76,70,,568,0.19,97.0,44.0,
SJ_VALLEY.A,20180902,2359,0.00,,76,50,,,0,0,,,74,70,,539,0.18,99.0,53.0,
SJ_VALLEY.A,20180903,2359,0.00,,75,53,,,0,0,,,75,70,,525,0.18,96.0,56.0,
SJ_VALLEY.A,20180904,2359,0.00,,81,52,,,0,0,,,75,70,,535,0.18,99.0,51.0,
SJ_VALLEY.A,20180905,2359,0.00,,71,52,,,0,0,,,74,70,,503,0.17,97.0,61.0,
SJ_VALLEY.A,20180906,2359,0.00,,81,50,,,0,0,,,75,69,,509,0.18,98.0,46.0,
SJ_VALLEY.A,20180907,2359,0.00,,88,47,,,0,0,,,75,69,,586,0.21,99.0,33.0,
SJ_VALLEY.A,20180908,2359,0.00,,88,47,,,0,0,,,77,69,,581,0.21,96.0,33.0,
SJ_VALLEY.A,20180909,2359,0.00,,82,44,,,0,0,,,75,69,,590,0.21,95.0,34.0,
SJ_VALLEY.A,20180910,2359,0.00,,85,45,,,0,0,,,75,69,,570,0.20,98.0,29.0,
SJ_VALLEY.A,20180911,2359,0.00,,87,47,,,0,0,,,75,69,,567,0.20,98.0,19.0,
SJ_VALLEY.A,20180912,2359,0.00,,75,45,,,0,0,,,74,69,,559,0.19,93.0,38.0,
SJ_VALLEY.A,20180913,2359,0.00,,74,45,,,0,0,,,73,68,,554,0.19,95.0,38.0,
SJ_VALLEY.A,20180914,2359,0.00,,78,47,,,0,0,,,73,68,,557,0.19,95.0,31.0,
SJ_VALLEY.A,20180915,2359,0.00,,74,47,,,0,0,,,72,67,,556,0.18,89.0,45.0,
SJ_VALLEY.A,20180916,2359,0.00,,79,44,,,0,0,,,73,67,,545,0.18,95.0,36.0,
SJ_VALLEY.A,20180917,2359,0.00,,76,46,,,0,0,,,72,67,,540,0.18,97.0,39.0,
SJ_VALLEY.A,20180918,2359,0.00,,73,44,,,0,0,,,71,66,,530,0.17,96.0,43.0,
SJ_VALLEY.A,20180919,2359,0.00,,80,48,,,0,0,,,72,66,,475,0.15,99.0,40.0,
SJ_VALLEY.A,20180920,2359,0.00,,90,46,,,0,0,,,73,66,,529,0.19,92.0,19.0,
SJ_VALLEY.A,20180921,2359,0.00,,77,48,,,0,0,,,71,66,,512,0.18,98.0,48.0,
SJ_VALLEY.A,20180922,2359,0.00,,80,47,,,0,0,,,71,66,,502,0.17,99.0,43.0,
SJ_VALLEY.A,20180923,2359,0.00,,84,41,,,0,0,,,71,65,,518,0.18,99.0,28.0,
SJ_VALLEY.A,20180924,2359,0.00,,79,42,,,0,0,,,70,65,,513,0.17,98.0,38.0,
SJ_VALLEY.A,20180925,2359,0.00,,77,48,,,0,0,,,70,65,,478,0.16,99.0,50.0,
SJ_VALLEY.A,20180926,2359,0.00,,88,44,,,0,0,,,71,65,,475,0.16,99.0,34.0,
SJ_VALLEY.A,20180927,2359,0.00,,74,45,,,0,0,,,70,66,,460,0.14,99.0,57.0,
SJ_VALLEY.A,20180928,2359,0.00,,70,53,,,0,0,,,70,66,,373,0.12,98.0,58.0,
SJ_VALLEY.A,20180929,2359,0.00,,74,48,,,0,0,,,71,66,,453,0.15,92.0,51.0,
SJ_VALLEY.A,20180930,2359,0.00,,78,53,,,0,0,,,72,68,,379,0.13,94.0,48.0,
SJ_VALLEY.A,20181001,2359,0.00,,73,56,,,0,0,,,72,71,,63,0.16,99.0,37.0,
SJ_VALLEY.A,20181002,2359,0.00,,83,55,,,0,0,,,73,68,,414,0.16,92.0,41.0,
SJ_VALLEY.A,20181003,2359,0.07,,73,58,,,0,0,,,71,69,,168,0.05,98.0,64.0,
SJ_VALLEY.A,20181004,2359,0.03,,72,59,,,0,0,,,70,67,,287,0.09,99.0,60.0,
SJ_VALLEY.A,20181005,2359,0.00,,76,51,,,0,0,,,72,67,,418,0.14,91.0,48.0,
SJ_VALLEY.A,20181006,2359,0.00,,74,49,,,0,0,,,71,66,,450,0.15,95.0,48.0,
SJ_VALLEY.A,20181007,2359,0.00,,81,46,,,0,0,,,70,65,,452,0.18,96.0,20.0,
SJ_VALLEY.A,20181008,2359,0.00,,81,44,,,0,0,,,70,64,,439,0.16,93.0,23.0,
SJ_VALLEY.A,20181009,2359,0.00,,72,49,,,0,0,,,70,65,,423,0.14,98.0,58.0,
SJ_VALLEY.A,20181010,2359,0.00,,68,51,,,0,0,,,69,66,,307,0.10,95.0,59.0,
SJ_VALLEY.A,20181011,2359,0.00,,74,45,,,0,0,,,69,64,,345,0.11,99.0,44.0,
SJ_VALLEY.A,20181012,2359,0.00,,85,45,,,0,0,,,71,64,,409,0.14,96.0,27.0,
SJ_VALLEY.A,20181013,2359,0.00,,75,44,,,0,0,,,70,65,,421,0.16,92.0,42.0,
SJ_VALLEY.A,20181014,2359,0.00,,74,46,,,0,0,,,68,64,,409,0.13,96.0,51.0,
SJ_VALLEY.A,20181015,2359,0.00,,83,40,,,0,0,,,69,62,,421,0.15,97.0,20.0,
SJ_VALLEY.A,20181016,2359,0.00,,79,37,,,0,0,,,67,62,,418,0.14,86.0,20.0,
SJ_VALLEY.A,20181017,2359,0.00,,79,39,,,0,0,,,66,61,,410,0.14,91.0,23.0,
SJ_VALLEY.A,20181018,2359,0.00,,79,39,,,0,0,,,66,61,,403,0.13,99.0,31.0,
SJ_VALLEY.A,20181019,2359,0.00,,87,42,,,0,0,,,67,61,,400,0.14,95.0,18.0,
SJ_VALLEY.A,20181020,2359,0.00,,86,43,,,0,0,,,68,61,,392,0.14,86.0,22.0,
SJ_VALLEY.A,20181021,2359,0.00,,77,42,,,0,0,,,66,62,,377,0.12,98.0,45.0,
SJ_VALLEY.A,20181022,2359,0.00,,72,46,,,0,0,,,66,62,,349,0.10,99.0,53.0,
SJ_VALLEY.A,20181023,2359,0.00,,71,42,,,0,0,,,65,61,,289,0.08,98.0,52.0,
SJ_VALLEY.A,20181024,2359,0.00,,77,41,,,0,0,,,66,60,,364,0.11,99.0,38.0,
SJ_VALLEY.A,20181025,2359,0.00,,84,46,,,0,0,,,67,62,,365,0.11,99.0,30.0,
SJ_VALLEY.A,20181026,2359,0.00,,87,46,,,0,0,,,67,62,,352,0.12,95.0,23.0,
SJ_VALLEY.A,20181027,2359,0.00,,84,47,,,0,0,,,68,62,,354,0.12,90.0,32.0,
SJ_VALLEY.A,20181028,2359,0.00,,78,54,,,0,0,,,69,64,,335,0.10,92.0,49.0,
SJ_VALLEY.A,20181029,2359,0.00,,73,45,,,0,0,,,68,63,,317,0.10,86.0,36.0,
SJ_VALLEY.A,20181030,2359,0.00,,75,41,,,0,0,,,66,61,,352,0.11,95.0,30.0,
SJ_VALLEY.A,20181031,2359,0.00,,79,38,,,0,0,,,65,60,,323,0.11,89.0,17.0,
SJ_VALLEY.A,20181101,2359,0.00,,84,45,,,0,0,,,66,60,,311,0.10,84.0,27.0,
SJ_VALLEY.A,20181102,2359,0.00,,83,45,,,0,0,,,66,61,,316,0.11,93.0,33.0,
SJ_VALLEY.A,20181103,2359,0.00,,85,44,,,0,0,,,66,61,,318,0.11,92.0,21.0,
SJ_VALLEY.A,20181104,2359,0.00,,79,44,,,0,0,,,65,61,,328,0.11,88.0,32.0,
SJ_VALLEY.A,20181105,2359,0.00,,80,46,,,0,0,,,65,60,,323,0.10,93.0,29.0,
SJ_VALLEY.A,20181106,2359,0.00,,81,38,,,0,0,,,64,59,,337,0.10,88.0,12.0,
SJ_VALLEY.A,20181107,2359,0.02,,80,37,,,0,0,,,63,58,,329,0.11,73.0,12.0,
SJ_VALLEY.A,20181108,2359,0.00,,74,35,,,0,0,,,61,57,,326,0.12,72.0,13.0,
SJ_VALLEY.A,20181109,2359,0.00,,78,35,,,0,0,,,60,55,,321,0.10,74.0,15.0,
SJ_VALLEY.A,20181110,2359,0.00,,72,32,,,0,0,,,59,54,,256,0.08,68.0,18.0,
SJ_VALLEY.A,20181111,2359,0.00,,73,30,,,0,0,,,58,53,,289,0.10,73.0,14.0,
SJ_VALLEY.A,20181112,2359,0.00,,76,32,,,0,0,,,58,53,,292,0.09,76.0,16.0,
SJ_VALLEY.A,20181113,2359,0.00,,70,35,,,0,0,,,57,53,,196,0.07,72.0,21.0,
SJ_VALLEY.A,20181114,2359,0.00,,75,32,,,0,0,,,57,52,,288,0.09,71.0,14.0,
SJ_VALLEY.A,20181115,2359,0.00,,74,34,,,0,0,,,58,52,,265,0.08,68.0,19.0,
SJ_VALLEY.A,20181116,2359,0.00,,75,34,,,0,0,,,57,53,,278,0.08,85.0,21.0,
SJ_VALLEY.A,20181117,2359,0.00,,65,35,,,0,0,,,57,53,,252,0.07,97.0,48.0,
SJ_VALLEY.A,20181118,2359,0.00,,67,38,,,0,0,,,57,53,,227,0.06,99.0,42.0,
SJ_VALLEY.A,20181119,2359,0.00,,70,40,,,0,0,,,56,52,,196,0.05,96.0,32.0,
SJ_VALLEY.A,20181120,2359,0.00,,68,33,,,0,0,,,56,52,,256,0.07,92.0,47.0,
SJ_VALLEY.A,20181121,2359,0.03,,64,55,,,0,0,,,58,56,,64,0.04,98.0,54.0,
SJ_VALLEY.A,20181122,2359,0.15,,63,49,,,0,0,,,58,56,,239,0.07,95.0,64.0,
SJ_VALLEY.A,20181123,2359,0.17,,63,52,,,0,0,,,59,56,,122,0.02,99.0,78.0,
SJ_VALLEY.A,20181124,2359,0.02,,66,52,,,0,0,,,61,58,,180,0.04,97.0,79.0,
SJ_VALLEY.A,20181125,2359,0.00,,68,46,,,0,0,,,60,57,,252,0.06,99.0,58.0,
